Make,Model,Year,Price,Mileage,Body_Type,Cylinders,Transmission,Fuel_Type,Color,Location
mercedes-benz,s-class,2018,30961,282422,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai
audi,s3rs3,2018,188726,159793,Sedan,5,Automatic Transmission,Gasoline,Grey, Dubai
toyota,land-cruiser,2011,434624,295297,SUV,6,Automatic Transmission,Gasoline,White, Dubai
toyota,avanza,2021,43030,247364,SUV,4,Automatic Transmission,Gasoline,White, Dubai
porsche,cayenne,2005,33626,57565,SUV,8,Automatic Transmission,Gasoline,White, Dubai
porsche,cayenne,2020,48106,30037,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
chevrolet,camaro,2018,201538,175960,Sports Car,8,Automatic Transmission,Gasoline,Silver, Dubai
land-rover,lr4,2011,76166,179725,SUV,6,Automatic Transmission,Gasoline,White, Abu Dhabi
lexus,lx-series,2016,209102,95995,SUV,8,Automatic Transmission,Gasoline,White, Dubai
porsche,cayenne,2024,150636,97771,SUV,6,Automatic Transmission,Gasoline,White, Dubai
porsche,macan,2014,134321,228840,SUV,6,Automatic Transmission,Gasoline,White, Dubai
jeep,wrangler-unlimited,2012,106062,163917,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai
nissan,patrol,2011,354708,138487,SUV,8,Automatic Transmission,Gasoline,White, Dubai
peugeot,301,2017,25320,126606,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
audi,tt,2011,117641,60865,Coupe,4,Automatic Transmission,Gasoline,White, Dubai
nissan,x-trail,2015,101456,268223,SUV,4,Automatic Transmission,Gasoline,Black, Dubai
toyota,yaris,2014,38612,213504,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,m-class,2009,83080,27459,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
toyota,rav-4,2017,51182,127749,SUV,4,Automatic Transmission,Gasoline,Black, Dubai
nissan,maxima,2005,74106,262378,Sedan,6,Automatic Transmission,Gasoline,Black, Sharjah
porsche,panamera,2020,537079,156261,Coupe,6,Automatic Transmission,Gasoline,White, Al Ain
gmc,yukon,2022,131487,17127,SUV,8,Automatic Transmission,Gasoline,Black, Sharjah
toyota,land-cruiser,2011,99241,28169,SUV,8,Automatic Transmission,Gasoline,White, Sharjah
audi,q7,2005,52432,65869,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,gle-coupe,2010,564326,161144,Coupe,8,Automatic Transmission,Gasoline,White, Dubai
volkswagen,jetta,2007,24332,228974,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai
mercedes-benz,cla,2009,211962,292305,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
dodge,charger,2011,70331,142019,Sedan,8,Automatic Transmission,Gasoline,Blue, Dubai
mercedes-benz,s-class,2011,39602,40866,Sedan,8,Automatic Transmission,Gasoline,Silver, Dubai
toyota,land-cruiser,2008,54586,250367,SUV,6,Automatic Transmission,Gasoline,Gold, Sharjah
mercedes-benz,glc,2007,195722,98157,SUV,4,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,gls-class,2014,992124,196269,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
toyota,hilux,2019,108787,62944,Pick Up Truck,4,Automatic Transmission,Gasoline,White, Dubai
lexus,lx-series,2017,130238,133092,SUV,8,Automatic Transmission,Gasoline,White, Sharjah
ford,figo,2006,19401,150847,Hatchback,4,Automatic Transmission,Gasoline,Silver, Dubai
toyota,tundra,2015,66676,102590,Pick Up Truck,8,Automatic Transmission,Gasoline,White, Dubai
gac,gs4,2023,20899,254602,SUV,4,Automatic Transmission,Gasoline,White, Dubai
mitsubishi,pajero,2006,56865,77074,SUV,6,Automatic Transmission,Gasoline,Brown, Dubai
porsche,cayenne,2007,63842,19243,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi
land-rover,range-rover-sport,2013,313431,255862,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
nissan,sentra,2017,26376,212660,Sedan,4,Automatic Transmission,Gasoline,Blue, Dubai
land-rover,range-rover-evoque,2024,65097,256578,SUV,4,Automatic Transmission,Gasoline,Black, Dubai
jeep,wrangler,2019,232794,43108,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
toyota,hilux,2018,62138,174322,Pick Up Truck,4,Manual Transmission,Gasoline,White, Dubai
chevrolet,aveo,2015,40422,61206,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
jeep,grand-cherokee,2011,60454,60951,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
toyota,corolla,2024,23545,135168,Sedan,4,Automatic Transmission,Gasoline,Grey, Sharjah
bmw,7-series,2015,522282,278680,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,e-class,2014,118523,189993,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai
mitsubishi,attrage,2009,22673,128690,Sedan,3,Automatic Transmission,Gasoline,Silver, Dubai
bmw,x5,2016,53792,152915,SUV,8,Automatic Transmission,Gasoline,White, Dubai
lexus,rx-series,2012,192976,177866,SUV,6,Automatic Transmission,Gasoline,White, Sharjah
maserati,levante,2018,276415,77866,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
ford,shelby-cobra,2005,239904,276831,Soft Top Convertible,8,Automatic Transmission,Gasoline,Grey, Dubai
ford,figo,2020,14562,210675,Hatchback,4,Automatic Transmission,Gasoline,Silver, Dubai
nissan,patrol,2005,93700,243534,SUV,8,Automatic Transmission,Gasoline,White, Dubai
chevrolet,traverse,2016,31184,184533,SUV,6,Automatic Transmission,Gasoline,Grey, Abu Dhabi
mitsubishi,l200,2020,24074,133101,Pick Up Truck,4,Manual Transmission,Gasoline,White, Sharjah
ford,f-series-pickup,2019,450234,158667,Pick Up Truck,6,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,viano,2015,272662,171677,Van,4,Automatic Transmission,Gasoline,Black, Dubai
volkswagen,tiguan,2011,33447,166281,SUV,4,Automatic Transmission,Gasoline,White, Dubai
volvo,v-class,2014,70938,87848,Hatchback,4,Automatic Transmission,Gasoline,Red, Dubai
audi,q8,2010,328176,233430,SUV,6,Automatic Transmission,Gasoline,White, Dubai
porsche,cayenne,2022,89102,17556,SUV,8,Automatic Transmission,Gasoline,Brown, Dubai
bmw,3-series,2015,25284,51236,Hard Top Convertible,4,Automatic Transmission,Gasoline,Black, Dubai
genesis,gv80,2018,224757,132383,SUV,6,Automatic Transmission,Gasoline,Green, Dubai
mercedes-benz,g-class,2024,592010,158016,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
toyota,fortuner,2014,159300,246682,SUV,4,Automatic Transmission,Diesel,Grey, Dubai
audi,s7rs7,2021,641314,108043,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai
nissan,sunny,2014,39170,264606,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,gle-coupe,2016,616742,69327,SUV,6,Automatic Transmission,Gasoline,White, Dubai
dodge,charger,2010,51036,278578,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai
mercedes-benz,s-class,2022,1709449,147564,Sedan,12,Automatic Transmission,Gasoline,Gold, Dubai
aston-martin,db11,2012,492066,206291,Coupe,12,Automatic Transmission,Gasoline,Green, Dubai
mercedes-benz,c-class,2017,110105,264254,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
ford,ecosport,2023,27186,218815,SUV,4,Automatic Transmission,Gasoline,White, Sharjah
gmc,yukon,2012,142857,172753,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
cadillac,ct6,2007,180851,166477,Sedan,6,Automatic Transmission,Gasoline,Black, Abu Dhabi
bmw,x5,2014,155168,56440,SUV,6,Automatic Transmission,Gasoline,Grey, Abu Dhabi
chevrolet,captiva,2005,23373,168054,SUV,4,Automatic Transmission,Gasoline,Black, Dubai
peugeot,expert,2012,31476,231380,Utility Truck,4,Automatic Transmission,Diesel,White, Dubai
maserati,ghibli,2022,115042,140991,Sedan,6,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,s-class,2024,89058,45836,Sedan,8,Automatic Transmission,Gasoline,Brown, Dubai
rolls-royce,cullinan,2007,2003558,136124,SUV,12,Automatic Transmission,Gasoline,Black, Dubai
toyota,hilux,2011,90490,236004,SUV,4,Automatic Transmission,Gasoline,White, Dubai
land-rover,range-rover,2022,128667,82633,SUV,8,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,s-class,2008,232572,115553,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,s-class,2009,48581,263327,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai
ford,pickup,2020,130055,28294,Pick Up Truck,8,Automatic Transmission,Gasoline,White, Dubai
dodge,ram,2019,190822,272910,Pick Up Truck,8,Automatic Transmission,Gasoline,White, Dubai
lexus,gs-series,2017,75641,42810,Sedan,6,Automatic Transmission,Gasoline,Black, Sharjah
chevrolet,spark,2016,34246,280710,Hatchback,4,Automatic Transmission,Gasoline,Grey, Dubai
mitsubishi,lancer,2022,34713,114229,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai
nissan,sunny,2023,9321,193683,Sedan,4,Automatic Transmission,Gasoline,Silver, Ajman
gmc,yukon,2015,123472,142708,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
gmc,yukon,2017,172580,272942,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
bmw,x5,2017,195084,86164,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
isuzu,other,2018,83674,38877,Utility Truck,8,Manual Transmission,Diesel,White, Dubai
mercedes-benz,c-class,2007,22730,279380,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
nissan,patrol,2005,74409,161188,SUV,8,Automatic Transmission,Gasoline,White, Ajman
lamborghini,huracan,2014,2149870,265199,Sports Car,10,Automatic Transmission,Gasoline,Silver, Dubai
audi,a8,2009,68909,143120,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai
rolls-royce,cullinan,2022,2174620,166763,SUV,12,Automatic Transmission,Gasoline,White, Dubai
lexus,rx-series,2018,30745,283960,SUV,6,Automatic Transmission,Gasoline,Blue, Sharjah
jeep,wrangler,2014,124994,238407,SUV,6,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,e-class,2013,31137,239274,Sedan,4,Automatic Transmission,Gasoline,Brown, Abu Dhabi
nissan,x-trail,2020,85012,28571,SUV,4,Automatic Transmission,Gasoline,White, Dubai
audi,r8,2016,298078,291252,Soft Top Convertible,8,Automatic Transmission,Gasoline,White, Dubai
ford,explorer,2007,64116,20461,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
land-rover,range-rover,2023,1320060,100107,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
hyundai,palisade,2013,164602,225461,SUV,6,Automatic Transmission,Gasoline,White, Dubai
ford,focus,2017,37240,95100,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
lexus,lx600,2010,656171,136787,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
nissan,altima,2020,64592,276500,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai
lexus,ls-series,2015,34551,246747,Sedan,8,Automatic Transmission,Gasoline,Burgundy, Dubai
jeep,wrangler-unlimited,2007,138925,82303,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
porsche,carrera,2010,870469,245765,Coupe,6,Automatic Transmission,Gasoline,Green, Dubai
audi,q3,2015,38276,148657,SUV,4,Automatic Transmission,Gasoline,White, Dubai
porsche,panamera,2013,192406,147997,Sedan,6,Automatic Transmission,Gasoline,Blue, Dubai
kia,rio,2012,16350,157858,Hatchback,4,Automatic Transmission,Gasoline,Red, Dubai
lamborghini,urus,2013,1751849,160916,SUV,8,Automatic Transmission,Gasoline,Red, Dubai
chevrolet,tahoe,2017,140622,233068,SUV,8,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,g-class,2017,772012,149481,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
cadillac,escalade,2015,651384,27469,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
hyundai,sonata,2022,39754,41869,Sedan,4,Automatic Transmission,Gasoline,Grey, Sharjah
dodge,charger,2008,165669,224185,Sedan,8,Automatic Transmission,Gasoline,Silver, Dubai
mercedes-benz,g-class,2006,742530,194884,SUV,8,Automatic Transmission,Gasoline,Black,Al Ain
suzuki,jimny,2022,77949,173239,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai
tesla,model-x,2015,227385,63581,SUV,4,Automatic Transmission,Electric,Black, Dubai
mercedes-benz,e-class,2013,39734,85761,Sedan,6,Automatic Transmission,Gasoline,Silver,Sharjah
toyota,tacoma,2006,141370,129371,Pick Up Truck,6,Automatic Transmission,Gasoline,Black, Sharjah
toyota,fortuner,2017,54669,201012,SUV,4,Automatic Transmission,Gasoline,White, Dubai
infiniti,qx50,2017,60074,90524,SUV,6,Automatic Transmission,Gasoline,White, Abu Dhabi
ferrari,california,2008,239144,12410,Hard Top Convertible,8,Automatic Transmission,Gasoline,Red, Dubai
bmw,6-series,2019,91592,147852,Sedan,8,Automatic Transmission,Gasoline,White, Dubai
nissan,patrol,2020,101879,148390,SUV,6,Automatic Transmission,Gasoline,White, Abu Dhabi
mercedes-benz,g-class,2022,222221,217419,SUV,8,Automatic Transmission,Gasoline,White, Sharjah
mercedes-benz,c-class,2017,105479,85564,Sedan,4,Automatic Transmission,Gasoline,Grey, Abu Dhabi
mercedes-benz,amg,2020,32202,24633,Hard Top Convertible,8,Automatic Transmission,Gasoline,Gold, Dubai
mitsubishi,asx,2023,52686,88923,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai
toyota,rav-4,2024,120834,11683,SUV,4,Automatic Transmission,Gasoline,Black, Dubai
mitsubishi,pajero,2024,40716,148458,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
bmw,x5,2020,398287,230938,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
bentley,continental,2018,213043,272905,Coupe,8,Automatic Transmission,Gasoline,White, Dubai
dodge,ram,2007,47613,244130,Pick Up Truck,8,Automatic Transmission,Gasoline,White, Dubai
mitsubishi,lancer,2013,27727,21417,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai
dodge,durango,2007,42492,284377,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
dodge,charger,2013,65723,190286,Sedan,6,Automatic Transmission,Gasoline,Burgundy, Sharjah
mitsubishi,lancer,2019,12898,147127,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai
nissan,altima,2019,64162,203420,Sedan,4,Automatic Transmission,Gasoline,Silver,Abu Dhabi
mercedes-benz,s-class,2023,1407397,200713,Sedan,12,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,cla,2005,74688,64076,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
ferrari,599,2005,4728227,64274,Coupe,12,Automatic Transmission,Gasoline,Blue, Dubai
gmc,terrain,2020,43530,257526,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai
porsche,panamera,2022,135175,299556,Sedan,8,Automatic Transmission,Gasoline,White, Dubai
toyota,yaris,2009,38982,98973,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
toyota,hilux,2009,156869,273870,Pick Up Truck,4,Automatic Transmission,Gasoline,White, Dubai
volkswagen,golf,2005,61116,171816,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai
honda,odyssey-j,2015,45593,79907,SUV,4,Automatic Transmission,Gasoline,Blue, Dubai
gmc,yukon,2018,91654,101004,SUV,8,Automatic Transmission,Gasoline,Black, Sharjah
bmw,x6,2021,342897,292448,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
toyota,other,2009,153907,48753,Van,6,Manual Transmission,Diesel,White, Dubai
audi,a3,2015,50311,261661,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai
bentley,continental,2020,322696,247577,Coupe,8,Automatic Transmission,Gasoline,Red, Dubai
rolls-royce,ghost,2012,892342,74319,Sedan,12,Automatic Transmission,Gasoline,White, Dubai
mercedes-maybach,s-class,2013,1357060,216526,Sedan,12,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,c-class,2006,164140,164653,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,e-class,2021,261444,159012,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai
hyundai,santa-fe,2020,55982,151309,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
jaguar,f-type,2018,94448,289561,Coupe,6,Automatic Transmission,Gasoline,Grey, Dubai
mitsubishi,montero,2005,46064,299192,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
mitsubishi,pajero,2006,80133,136962,SUV,6,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,c-class,2005,171199,258198,Coupe,8,Automatic Transmission,Gasoline,Black, Dubai
nissan,patrol,2019,69261,41001,SUV,8,Automatic Transmission,Gasoline,White, Sharjah
gmc,savana,2018,48263,64506,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Abu Dhabi
nissan,sentra,2005,43885,134773,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
lexus,ls-series,2008,133273,38240,Sedan,8,Automatic Transmission,Gasoline,White, Sharjah
jeep,grand-cherokee,2006,80224,138764,SUV,8,Automatic Transmission,Gasoline,White, Dubai
cadillac,ctscatera,2011,94590,150903,Sedan,6,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,e-class,2012,213757,155604,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai
mercedes-benz,e-class,2007,175677,295431,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai
gmc,yukon,2022,233453,76257,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
rolls-royce,ghost,2009,1779853,298144,Sedan,12,Automatic Transmission,Gasoline,Green, Dubai
lexus,ls-series,2019,254091,103523,Sedan,6,Automatic Transmission,Gasoline,White, Dubai
dodge,charger,2018,20639,233409,Sedan,6,Automatic Transmission,Gasoline,Red, Dubai
mazda,6,2007,88000,135313,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
honda,pilot,2019,29682,42148,SUV,6,Automatic Transmission,Gasoline,Black, Sharjah
nissan,sunny,2009,33342,201819,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai
bmw,x6,2023,132719,26524,SUV,8,Automatic Transmission,Gasoline,Gold, Sharjah
kia,sorento,2013,61250,169543,SUV,4,Automatic Transmission,Gasoline,Grey, Abu Dhabi
ford,f-series-pickup,2018,88162,51860,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Dubai
lexus,lx-series,2006,23035,62894,Sedan,6,Automatic Transmission,Gasoline,Black, Sharjah
volkswagen,golf,2016,61378,150739,Hatchback,4,Automatic Transmission,Gasoline,Blue, Dubai
geely,gc6,2022,20374,73092,Sedan,4,Automatic Transmission,Gasoline,Gold, Sharjah
audi,q5,2009,105803,129400,SUV,4,Automatic Transmission,Gasoline,White, Dubai
kia,sorento,2011,15979,249267,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
honda,accord,2010,80100,81387,Sedan,4,Automatic Transmission,Gasoline,Black, Sharjah
volkswagen,golf,2010,56507,294238,Hatchback,4,Automatic Transmission,Gasoline,Grey, Dubai
nissan,altima,2007,12783,214360,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai
mercedes-benz,c-class,2018,56433,240763,Sedan,4,Automatic Transmission,Gasoline,Brown, Abu Dhabi
ford,f-series-pickup,2017,150722,248251,Pick Up Truck,6,Automatic Transmission,Gasoline,Grey, Dubai
jeep,wrangler-unlimited,2024,91758,158484,SUV,6,Automatic Transmission,Gasoline,Green, Dubai
bmw,x5,2011,247933,118736,SUV,6,Automatic Transmission,Gasoline,Black, Sharjah
aston-martin,vanquish,2008,486710,109629,Coupe,12,Automatic Transmission,Gasoline,Grey, Dubai
porsche,cayenne,2011,55384,161360,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
chevrolet,tahoe,2021,136473,223744,SUV,8,Automatic Transmission,Gasoline,White, Dubai
mitsubishi,l200,2007,91962,198154,Pick Up Truck,4,Automatic Transmission,Diesel,White, Dubai
mercedes-benz,gl-class,2022,132302,290089,SUV,8,Automatic Transmission,Gasoline,White, Dubai
porsche,cayenne,2022,83551,248249,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,s-class,2021,436676,102760,Sedan,8,Automatic Transmission,Gasoline,Grey, Dubai
cadillac,xts,2016,75299,123383,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai
dodge,ram,2014,341804,285352,Pick Up Truck,8,Automatic Transmission,Gasoline,Silver, Sharjah
land-rover,discovery-sport,2012,93184,217507,SUV,4,Automatic Transmission,Gasoline,White, Dubai
toyota,fortuner,2012,96105,231731,SUV,6,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,s-class-coupe,2019,170714,135002,Coupe,8,Automatic Transmission,Gasoline,White, Dubai
dodge,ram,2012,126705,135730,Pick Up Truck,8,Automatic Transmission,Gasoline,White, Dubai
land-rover,range-rover-sport,2013,216436,60388,SUV,6,Automatic Transmission,Gasoline,White, Dubai
toyota,corolla,2008,57779,92098,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
toyota,highlander,2005,192081,218675,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai
porsche,cayenne,2012,399001,212676,SUV,6,Automatic Transmission,Gasoline,Brown, Dubai
mercedes-benz,g-class,2011,998634,221246,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
gmc,yukon,2018,176509,273559,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
land-rover,defender,2012,401089,297089,SUV,4,Manual Transmission,Diesel,Green, Dubai
bmw,x5,2011,56402,189949,SUV,8,Automatic Transmission,Gasoline,Brown, Dubai
gmc,terrain,2013,50384,17628,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,gt,2020,611485,244875,Coupe,8,Automatic Transmission,Gasoline,White, Sharjah
maserati,levante,2016,316942,67723,SUV,6,Automatic Transmission,Gasoline,White, Dubai
jaguar,f-type,2005,208801,88893,Soft Top Convertible,8,Automatic Transmission,Gasoline,Blue, Dubai
land-rover,range-rover,2014,17939,13167,Other,8,Automatic Transmission,Gasoline,White, Sharjah
mercedes-benz,e-class,2010,17320,257560,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai
lotus,evora,2014,397012,121221,Coupe,6,Automatic Transmission,Gasoline,White, Dubai
nissan,tiida,2021,21783,206721,Hatchback,4,Automatic Transmission,Gasoline,Blue, Dubai
lexus,gx-series,2007,243135,285258,SUV,8,Automatic Transmission,Gasoline,White, Dubai
porsche,cayman,2009,171069,170800,Coupe,6,Automatic Transmission,Gasoline,Red, Abu Dhabi
mercedes-benz,gle-class,2016,387383,91947,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
toyota,land-cruiser,2014,24070,10227,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
nissan,armada,2009,19658,255545,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
maserati,ghibli,2007,293418,99264,Sedan,6,Automatic Transmission,Gasoline,White, Dubai
porsche,boxster,2013,277718,48830,Soft Top Convertible,4,Automatic Transmission,Gasoline,Black, Dubai
ferrari,california-t,2008,479899,59490,Hard Top Convertible,8,Automatic Transmission,Gasoline,Red, Dubai
toyota,prado,2014,183381,80525,SUV,6,Automatic Transmission,Gasoline,White, Dubai
chevrolet,captiva,2022,37158,103970,SUV,4,Automatic Transmission,Gasoline,Burgundy, Sharjah
nissan,tiida,2022,15988,103932,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai
toyota,fj-cruiser,2008,121579,105235,SUV,6,Automatic Transmission,Gasoline,Grey, Abu Dhabi
mercedes-benz,c-class,2013,191953,206071,Sports Car,8,Automatic Transmission,Gasoline,Black, Dubai
toyota,hilux,2006,91845,137617,Pick Up Truck,4,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,g-class,2006,1884657,281316,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
volkswagen,id4,2022,142225,88263,SUV,4,Automatic Transmission,Electric,White, Dubai
infiniti,ex35,2014,30680,94514,SUV,6,Automatic Transmission,Gasoline,White, Dubai
audi,q5,2011,31793,53659,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai
porsche,cayenne,2008,76400,55426,SUV,8,Automatic Transmission,Gasoline,White, Dubai
renault,duster,2011,20094,190212,SUV,4,Automatic Transmission,Gasoline,Black, Dubai
ford,pickup,2013,122901,225389,Utility Truck,8,Automatic Transmission,Gasoline,Silver, Ajman
land-rover,range-rover-sport,2024,52258,287672,SUV,8,Automatic Transmission,Gasoline,White, Dubai
bmw,4-series,2005,89517,95102,Coupe,4,Automatic Transmission,Gasoline,Grey, Dubai
dodge,charger,2008,90703,183479,Sedan,6,Automatic Transmission,Gasoline,Blue, Dubai
lincoln,town-car,2015,13938,68430,Sedan,8,Automatic Transmission,Gasoline,Gold, Sharjah
infiniti,qx56,2018,15639,170304,SUV,8,Automatic Transmission,Gasoline,Silver, Sharjah
nissan,patrol,2020,56897,75017,SUV,8,Automatic Transmission,Gasoline,White, Sharjah
jeep,grand-cherokee,2018,74940,107818,SUV,8,Automatic Transmission,Gasoline,Red, Dubai
mercedes-benz,s-class,2017,1233817,134757,Sedan,12,Automatic Transmission,Gasoline,Gold, Dubai
kia,soul,2005,19937,66178,Hatchback,4,Automatic Transmission,Gasoline,Red, Dubai
mercedes-benz,glc,2014,135415,85671,SUV,4,Automatic Transmission,Gasoline,White, Dubai
nissan,altima,2022,35378,106108,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah
bentley,continental-flying-spur,2018,222961,209969,Sedan,12,Automatic Transmission,Gasoline,Black, Dubai
honda,accord,2020,77906,280342,Sedan,4,Automatic Transmission,Gasoline,Grey, Abu Dhabi
porsche,carrera,2005,658835,127795,Sports Car,6,Automatic Transmission,Gasoline,White, Dubai
jaguar,f-type,2024,121449,200909,Coupe,6,Automatic Transmission,Gasoline,Red, Dubai
toyota,land-cruiser,2006,450958,104439,SUV,6,Automatic Transmission,Diesel,Black, Dubai
ferrari,california-t,2014,412848,15508,Hard Top Convertible,8,Automatic Transmission,Gasoline,Silver, Dubai
nissan,murano,2005,44215,29143,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
land-rover,range-rover-sport,2017,177502,12676,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
nissan,sunny,2012,29233,154578,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai
toyota,hiace,2020,16378,134330,Hatchback,4,Manual Transmission,Gasoline,White,Abu Dhabi
tesla,model-y,2017,318112,260997,Sports Car,4,Automatic Transmission,Electric,Grey, Dubai
rolls-royce,cullinan,2022,2226036,19775,SUV,12,Automatic Transmission,Gasoline,Black, Dubai
jeep,wrangler-unlimited,2021,161206,93014,SUV,6,Automatic Transmission,Gasoline,Silver, Abu Dhabi
mercedes-benz,c-class,2018,200927,276770,Sedan,8,Automatic Transmission,Gasoline,White, Dubai
nissan,altima,2014,38977,262630,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
nissan,pathfinder,2011,116467,192400,SUV,6,Automatic Transmission,Gasoline,Red, Dubai
volkswagen,scirocco,2020,29347,216233,Coupe,4,Automatic Transmission,Gasoline,Blue, Dubai
mercedes-benz,g-class,2024,963465,206126,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai
jeep,wrangler,2020,103022,208769,Other,6,Automatic Transmission,Gasoline,Red, Dubai
jeep,grand-cherokee,2013,91816,248575,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
toyota,previa,2009,23881,120074,SUV,4,Automatic Transmission,Gasoline,White, Dubai
dodge,charger,2013,36944,79541,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai
volkswagen,touareg,2015,38009,176129,Crossover,6,Automatic Transmission,Gasoline,Black, Dubai
